event_id,1_moduleMap_gpu_time,1_moduleMap_time,4_preprocess_gpu_time,4_preprocess_time,5_interactionGNN2_gpu_time,5_interactionGNN2_time,6_cCInfer_gpu_time,6_cCInfer_time,7_num_edges_bg,7_num_edges_gnn,8_num_scores_above_threshold,num_nodes,total_event,total_event_gpu
005000978,21.3956796875,21.39571785926819,0.004460544109344483,0.004501819610595703,0.8796277465820312,0.8796579837799072,0.007815008163452148,0.007860898971557617,1705403,1705403,28249.0,299648,22.33017659187317,22.3301640625
005000979,20.018162109375,20.018200635910034,0.004337759971618652,0.004380702972412109,0.8106599731445312,0.8106920719146729,0.0070854082107543945,0.007134914398193359,1501247,1501247,25078.0,284604,20.881009817123413,20.880970703125
005000980,19.914375,19.914414405822754,0.004382016181945801,0.004421234130859375,0.7876373901367187,0.7876677513122559,0.006955359935760498,0.007001161575317383,1518567,1518567,25191.0,286608,20.754274368286133,20.75424609375
005000981,24.067423828125,24.067458391189575,0.0045492157936096195,0.004583597183227539,1.0031558837890624,1.003185510635376,0.01046553611755371,0.010510444641113281,1987218,1987218,32520.0,320213,25.131718397140503,25.1316796875
005000982,17.740978515625,17.741023540496826,0.00410969591140747,0.004149436950683594,0.639396728515625,0.6394281387329102,0.0067140798568725586,0.006760120391845703,1180653,1180653,20377.0,258125,18.42929983139038,18.42927734375
005000983,16.782185546875,16.782229900360107,0.0040460162162780765,0.00408482551574707,0.7914508056640625,0.7914814949035645,0.006655168056488037,0.006703615188598633,1079790,1079790,18792.0,246469,17.619637966156006,17.6195859375
005000984,18.60226953125,18.60231113433838,0.004174528121948243,0.004215240478515625,0.7076104736328125,0.7076418399810791,0.056634910583496095,0.056685447692871094,1327232,1327232,22657.0,269139,19.40902352333069,19.4089765625
005000985,19.4972265625,19.4972665309906,0.004307839870452881,0.0043487548828125,0.7702937622070313,0.7703249454498291,0.006860191822052002,0.006906747817993164,1451800,1451800,24760.0,282267,20.31913161277771,20.319091796875
005000986,19.110810546875,19.11085033416748,0.004327680110931396,0.0043675899505615234,0.7377926025390625,0.7378239631652832,0.007301568031311035,0.0073473453521728516,1400204,1400204,23808.0,275602,19.900127410888672,19.9000859375
005000987,23.212931640625,23.212966442108154,0.00455683183670044,0.0045964717864990234,0.9791966552734375,0.9792261123657227,0.008216287612915039,0.00826263427734375,1924896,1924896,30824.0,318955,24.2499361038208,24.249900390625
005000988,20.543716796875,20.543768167495728,0.004336351871490478,0.004374980926513672,0.804761962890625,0.8047935962677002,0.007188511848449707,0.007235288619995117,1537753,1537753,24638.0,291891,21.40256357192993,21.40256640625
005000989,19.4013046875,19.401344776153564,0.004259136199951172,0.0042972564697265625,1.057727783203125,1.05775785446167,0.006796576023101806,0.0068416595458984375,1433519,1433519,23661.0,281432,20.51195764541626,20.511923828125
005000990,20.310609375,20.31065011024475,0.0044184961318969726,0.004457235336303711,0.7985465698242188,0.7985777854919434,0.007225759983062744,0.007272005081176758,1535901,1535901,22539.0,288927,21.164190769195557,21.164177734375
005000991,20.61039453125,20.610435962677002,0.004384031772613525,0.004422187805175781,0.8289808349609376,0.8290107250213623,0.007243743896484375,0.007288932800292969,1603755,1603755,25761.0,290493,21.49456262588501,21.49452734375
